,starttime,endtime,phaseDuration,,
608,1709164230,1709164230,5,,1.00136E-05
609,1709164235,1709164235,5,,1.00136E-05
610,1709164240,1709164240,5,,2.00272E-05
611,1709164245,1709164245,5,,2.00272E-05
612,1709164250,1709164250,5,,1.00136E-05
613,1709164255,1709164255,5,,1.00136E-05
614,1709164260,1709164260,5,,2.00272E-05
615,1709164265,1709164265,5,,2.00272E-05
616,1709164271,1709164271,5,,1.00136E-05
617,1709164276,1709164276,5,,3.00407E-05
618,1709164281,1709164281,5,,2.00272E-05
619,1709164286,1709164286,5,,1.00136E-05
620,1709164291,1709164291,5,,2.00272E-05
621,1709164296,1709164296,5,,5.98431E-05
622,1709164301,1709164301,5,,1.00136E-05
623,1709164306,1709164306,5,,1.00136E-05
624,1709164312,1709164312,5,,1.00136E-05
625,1709164317,1709164317,5,,1.00136E-05
626,1709164322,1709164322,5,,1.00136E-05
627,1709164327,1709164327,5,,2.00272E-05
628,1709164332,1709164332,5,,9.77516E-06
629,1709164337,1709164337,5,,1.00136E-05
630,1709164342,1709164342,5,,1.97887E-05
631,1709164347,1709164347,5,,2.00272E-05
632,1709164352,1709164352,5,,2.00272E-05
633,1709164357,1709164357,5,,1.00136E-05
634,1709164363,1709164363,5,,1.00136E-05
635,1709164368,1709164368,5,,1.00136E-05
636,1709164373,1709164373,5,,1.00136E-05
637,1709164378,1709164378,5,,1.97887E-05
638,1709164383,1709164383,5,,1.00136E-05
639,1709164388,1709164388,5,,9.77516E-06
640,1709164393,1709164393,5,,2.00272E-05
641,1709164398,1709164398,5,,2.00272E-05
642,1709164403,1709164403,5,,1.97887E-05
643,1709164409,1709164409,5,,1.97887E-05
644,1709164414,1709164414,5,,2.00272E-05
645,1709164419,1709164419,5,,9.77516E-06
646,1709164424,1709164424,5,,2.00272E-05
647,1709164429,1709164429,5,,1.97887E-05
648,1709164434,1709164434,5,,1.97887E-05
649,1709164439,1709164439,5,,1.00136E-05
650,1709164444,1709164444,5,,1.00136E-05
651,1709164449,1709164449,5,,2.00272E-05
652,1709164455,1709164455,5,,1.00136E-05
653,1709164460,1709164460,5,,2.00272E-05
654,1709164465,1709164465,5,,2.00272E-05
655,1709164470,1709164470,5,,2.00272E-05
656,1709164475,1709164475,5,,1.00136E-05
657,1709164480,1709164480,5,,1.00136E-05
658,1709164485,1709164485,5,,2.00272E-05
659,1709164490,1709164490,5,,3.00407E-05
660,1709164495,1709164495,5,,1.00136E-05
661,1709164500,1709164500,5,,2.00272E-05
662,1709164506,1709164506,5,,1.00136E-05
663,1709164511,1709164511,5,,2.00272E-05
664,1709164516,1709164516,5,,1.00136E-05
665,1709164521,1709164521,5,,2.00272E-05
666,1709164526,1709164526,5,,2.00272E-05
667,1709164531,1709164531,5,,1.00136E-05
668,1709164536,1709164536,5,,1.97887E-05
669,1709164541,1709164541,5,,2.00272E-05
670,1709164546,1709164546,5,,2.00272E-05
671,1709164552,1709164552,5,,1.97887E-05
672,1709164557,1709164557,5,,1.00136E-05
673,1709164562,1709164562,5,,1.97887E-05
674,1709164567,1709164567,5,,2.00272E-05
675,1709164572,1709164572,5,,2.00272E-05
676,1709164577,1709164577,5,,1.97887E-05
677,1709164582,1709164582,5,,2.00272E-05
678,1709164587,1709164587,5,,1.97887E-05
679,1709164592,1709164592,5,,2.00272E-05
680,1709164597,1709164597,5,,2.00272E-05
681,1709164602,1709164602,5,,1.00136E-05
682,1709164608,1709164608,5,,2.00272E-05
683,1709164613,1709164613,5,,2.00272E-05
684,1709164618,1709164618,5,,1.00136E-05
685,1709164623,1709164623,5,,9.77516E-06
686,1709164628,1709164628,5,,1.00136E-05
687,1709164633,1709164633,5,,1.00136E-05
688,1709164638,1709164638,5,,3.00407E-05
689,1709164643,1709164643,5,,1.97887E-05
690,1709164648,1709164648,5,,2.00272E-05
691,1709164653,1709164653,5,,2.00272E-05
692,1709164659,1709164659,5,,9.77516E-06
693,1709164664,1709164664,5,,1.00136E-05
694,1709164669,1709164669,5,,2.00272E-05
695,1709164674,1709164674,5,,9.77516E-06
696,1709164679,1709164679,5,,1.00136E-05
697,1709164684,1709164684,5,,2.00272E-05
698,1709164689,1709164689,5,,2.00272E-05
699,1709164694,1709164694,5,,2.00272E-05
700,1709164699,1709164699,5,,2.00272E-05
701,1709164705,1709164705,5,,1.97887E-05
702,1709164710,1709164710,5,,2.00272E-05
703,1709164715,1709164715,5,,2.00272E-05
704,1709164720,1709164720,5,,1.00136E-05
705,1709164725,1709164725,5,,2.00272E-05
706,1709164730,1709164730,5,,2.00272E-05
707,1709164735,1709164735,5,,1.00136E-05
708,1709164740,1709164740,5,,2.00272E-05
709,1709164745,1709164745,5,,1.00136E-05
710,1709164750,1709164750,5,,1.97887E-05
711,1709164756,1709164756,5,,2.00272E-05
712,1709164761,1709164761,5,,1.00136E-05
713,1709164766,1709164766,5,,2.00272E-05
714,1709164771,1709164771,5,,2.00272E-05
715,1709164776,1709164776,5,,2.00272E-05
716,1709164781,1709164781,5,,1.97887E-05
717,1709164786,1709164786,5,,1.00136E-05
718,1709164791,1709164791,5,,1.97887E-05
719,1709164796,1709164796,5,,1.97887E-05
720,1709164801,1709164801,5,,2.00272E-05
721,1709164806,1709164806,5,,2.00272E-05
722,1709164812,1709164812,5,,1.00136E-05
723,1709164817,1709164817,5,,2.00272E-05
724,1709164822,1709164822,5,,2.00272E-05
725,1709164827,1709164827,5,,1.00136E-05
726,1709164832,1709164832,5,,2.00272E-05
727,1709164837,1709164837,5,,1.97887E-05
728,1709164842,1709164842,5,,1.00136E-05
729,1709164847,1709164847,5,,1.00136E-05
730,1709164852,1709164852,5,,1.00136E-05
731,1709164858,1709164858,5,,2.00272E-05
732,1709164863,1709164863,5,,2.00272E-05
733,1709164868,1709164868,5,,1.00136E-05
734,1709164873,1709164873,5,,2.00272E-05
735,1709164878,1709164878,5,,2.00272E-05
736,1709164883,1709164883,5,,9.77516E-06
737,1709164888,1709164888,5,,3.00407E-05
738,1709164893,1709164893,5,,2.00272E-05
739,1709164898,1709164898,5,,2.00272E-05
740,1709164904,1709164904,5,,2.00272E-05
741,1709164909,1709164909,5,,2.00272E-05
742,1709164914,1709164914,5,,2.00272E-05
743,1709164919,1709164919,5,,3.00407E-05
744,1709164924,1709164924,5,,1.00136E-05
745,1709164929,1709164929,5,,2.00272E-05
746,1709164934,1709164934,5,,1.00136E-05
747,1709164939,1709164939,5,,1.00136E-05
748,1709164945,1709164945,5,,1.00136E-05
749,1709164950,1709164950,5,,2.00272E-05
750,1709164955,1709164955,5,,2.00272E-05
751,1709164960,1709164960,5,,2.00272E-05
,,,,,
,,,,,0.000577719
