,vehicleid,delaytime,,
585,NW1872,10.95066786,,
586,SN1875,11.5348742,,
587,NS1873,10.95037627,,
588,NW1876,10.62579083,,
589,SE1878,11.13459015,,
590,SE1879,11.19822931,,
591,SN1881,11.20822644,,
592,SE1882,11.18467331,,
593,NW1886,10.12224007,,
594,NW1891,10.10457063,,
595,NW1895,10.36989141,,
596,NS1898,10.21513104,,
597,NS1904,10.29217434,,
598,SE1907,10.66998053,,
599,SN1908,10.62925625,,
600,NS1911,9.922728539,,
601,SE1914,10.39137673,,
602,NW1916,9.806666374,,
603,NS1919,9.697093725,,
604,SE1923,10.09353685,,
605,SE1932,10.10988283,,
606,NS1933,9.949787617,,
607,SE1934,10.43171477,,
608,SN1937,10.34840894,,
609,NS1936,9.7975595,,
610,SN1938,10.23477912,,
611,SN1945,10.024863,,
612,NW1949,9.097130537,,
613,NS1955,10.53140068,,
614,NW1961,10.62591934,,
615,SE1964,11.17936587,,
616,NS1963,10.58589387,,
617,SN1968,10.75210047,,
618,SE1971,10.60610342,,
619,NW1973,9.874735832,,
620,SN1976,10.17627144,,
621,NW1986,9.432339191,,
622,SN1990,9.982620716,,
623,SE1991,9.973469019,,
624,NS11006,9.545445204,,
625,SN11008,10.02353454,,
626,SN11011,10.26027536,,
627,SE11017,10.31303239,,
628,SN11021,10.56637883,,
629,SE11022,10.5964849,,
630,SE11023,10.60950375,,
631,NS11024,10.12345862,,
632,NW11026,10.01586103,,
633,NS11029,9.948068857,,
634,NW11032,9.882235765,,
635,NW11042,10.15592742,,
636,SN11045,10.70919323,,
637,NS11048,10.22109962,,
638,SE11052,10.89254165,,
639,SN11053,10.93048286,,
640,NW11055,10.5552876,,
641,SE11057,11.04610753,,
642,SE11058,11.05377984,,
643,NS11059,10.49913073,,
644,NS11065,10.54403496,,
645,SE11066,11.67201614,,
646,SN11067,11.90590382,,
647,SE11068,11.88510108,,
648,WE1511,399.0696139,,
649,EN1514,396.9222527,,
650,EW1537,384.8031645,,
651,WS1522,392.8029771,,
652,EN1542,381.5635202,,
653,WE1534,388.4218633,,
654,EN1543,381.8819566,,
655,EW1574,364.0747693,,
656,WS1526,392.4447267,,
657,WE1548,381.5998225,,
658,EN1552,377.7079685,,
659,EW1577,364.8297737,,
660,WS1533,391.798934,,
661,WE1573,368.4544122,,
662,NW11069,19.70676827,,
663,SE11071,20.31165218,,
664,NW11076,17.72915149,,
665,SE11086,13.40894771,,
666,NW11088,11.50945115,,
667,NW11092,11.21245623,,
668,SE11093,11.7329092,,
669,NW11099,11.16628361,,
670,SN11100,11.79638362,,
671,SE11105,11.7991786,,
672,SN11107,11.89954805,,
673,SE11111,11.94938779,,
674,SN11120,11.48552132,,
675,SN11123,11.31702781,,
676,NS11128,10.78590059,,
677,NW11129,10.79332566,,
678,NW11134,10.88760662,,
679,NS11137,11.13284874,,
680,SE11141,12.1317513,,
681,NS11144,11.91667151,,
682,SE11145,12.54312873,,
683,NS11146,12.43725014,,
684,NW11148,12.77140498,,
685,SE11154,13.30349636,,
686,NS11152,12.67086697,,
687,SN11155,13.28432918,,
688,NS11157,12.51257753,,
689,SE11159,12.99368095,,
690,SE11169,12.7758255,,
691,SE11170,12.71587086,,
692,SN11176,13.08254743,,
693,NS11177,12.50655437,,
694,SE11181,13.1746006,,
695,SN11182,13.14777851,,
696,SN11187,13.37995124,,
697,SE11189,13.33873606,,
698,SE11200,13.01112843,,
699,NW11199,12.28942871,,
700,SE11202,12.73222446,,
701,SE11203,12.76871037,,
702,SN11205,12.88066602,,
703,SN11210,12.88042283,,
704,NW11212,12.24918199,,
705,NS11214,12.65514588,,
706,SN11222,13.38389874,,
707,NW11219,12.79856706,,
708,NS11230,12.47149611,,
709,SE11237,12.78893113,,
710,NW11236,12.08741426,,
711,SN11247,12.37331676,,
712,NS11264,13.59839106,,
713,EN1560,561.6410451,,
714,EW1583,549.2901123,,
715,WS1539,579.3324876,,
716,EN1570,201.6473424,,
717,EW1587,201.6193454,,
718,WE1578,556.366363,,
719,WS1554,202.2075293,,
720,WE1630,202.0756457,,
721,EN1576,201.2755804,,
722,EW1600,201.2328937,,
723,WS1562,201.87802,,
724,WE1638,201.7832024,,
725,SE11266,20.71138191,,
726,SN11275,16.34488392,,
727,NS11267,20.37201691,,
728,NW11270,18.08594918,,
729,NW11276,14.51845932,,
730,SE11281,13.32715464,,
731,NW11287,12.33558583,,
732,SE11298,12.9637723,,
733,SE11300,13.47184038,,
734,SE11304,13.32213569,,
735,SE11306,13.59390211,,
736,SE11313,13.84879518,,
737,NW11315,13.23334265,,
738,NS11317,13.18787456,,
,,,,
,,31.43058775,,54.41826215
